"idRecipe","nameRecipe","difficulte","prix","quantite","preparationTime","totalTime","image"
"54","Financier minute (pour utiliser des blancs d'oeuf)","très facile","bon marché","4 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20200430/110248_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200430/110249_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20131201/10643_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"55","Tarte aux poireaux et aux lardons","facile","bon marché","6 personnes","25 min","50 min","[""https://assets.afcdn.com/recipe/20160325/58176_w150h150c1cx2808cy1872.webp"", ""https://assets.afcdn.com/recipe/20180713/81163_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20131019/65092_w150h150c1cx1280cy960.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"56","Tarte tatin de légumes","très facile","bon marché","6 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20160404/63886_w150h150c1cx998cy1500.webp"", ""https://assets.afcdn.com/recipe/20140407/62534_w150h150c1cx768cy1024.webp"", ""https://assets.afcdn.com/recipe/20100120/62054_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"57","Crème anglaise réussie, onctueuse à souhait","facile","bon marché","50 cl","15 min","25 min","[""https://assets.afcdn.com/recipe/20160405/61763_w150h150c1cx1000cy1500.webp"", ""https://assets.afcdn.com/recipe/20180713/81032_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100120/56110_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"58","Sauté de veau de Lisbonne","facile","moyen","3 personnes","15 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"59","Gâteau au chocolat fondant rapide","très facile","bon marché","6 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20230620/143582_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20190529/93106_w150h150c1cx3744cy2104cxb7488cyb4208.webp"", ""https://assets.afcdn.com/recipe/20190529/93102_w150h150c1cx1872cy2636cxb3744cyb5272.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"60","Gougères au fromage","facile","bon marché","6 personnes","20 min","45 min","[""https://assets.afcdn.com/recipe/20160513/2643_w150h150c1cx1908cy2861.webp"", ""https://assets.afcdn.com/recipe/20160513/2644_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20100120/1528_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"61","Gâteau d'anniversaire","facile","moyen","10 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20190529/93143_w150h150c1cx2592cy1728cxb5184cyb3456.webp"", ""https://assets.afcdn.com/recipe/20181017/82777_w150h150c1cx1829cy2438cxb3658cyb4877.webp"", ""https://assets.afcdn.com/recipe/20190529/93141_w150h150c1cx2903cy2109cxb5807cyb4218.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"62","Crevettes au curry express","très facile","moyen","2 personnes","10 min","15 min","[""https://assets.afcdn.com/recipe/20150225/32437_w150h150c1cx1250cy1747.webp"", ""https://assets.afcdn.com/recipe/20100120/27272_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20140313/26828_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"63","Crème de citron (Lemon curd)","moyenne","bon marché","4 personnes","20 min","30 min","[""https://assets.afcdn.com/recipe/20160405/21836_w150h150c1cx2338cy1548.webp"", ""https://assets.afcdn.com/recipe/20160405/21835_w150h150c1cx1490cy2249.webp"", ""https://assets.afcdn.com/recipe/20160405/21829_w150h150c1cx1527cy2305.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"64","Endive jambon","très facile","bon marché","4 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20161006/1269_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20140218/6227_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100120/277_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"65","Gâteau Banane de Stéph","très facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20180827/81950_w150h150c1cx1000cy750cxb2000cyb1500.webp"", ""https://assets.afcdn.com/recipe/20181017/82863_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20131223/39598_w150h150c1cx1728cy1296.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"66","Pâte à pizza fine","très facile","bon marché","3 pâtes fines","1 h","1 h 10 min","[""https://assets.afcdn.com/recipe/20171206/75873_w150h150c1cx2456cy1632cxb4912cyb3264.webp"", ""https://assets.afcdn.com/recipe/20180712/80809_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20130823/42626_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"67","Soupe veloutée de potimarron et pommes de terre","très facile","bon marché","4 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20220930/135573_w150h150c1cx1300cy824cxb2121cyb1414.webp"", ""https://assets.afcdn.com/recipe/20201217/116545_w150h150c1cx704cy1063cxb1408cyb2127.webp"", ""https://assets.afcdn.com/recipe/20180713/81050_w150h150c1cx1896cy2528cxb3792cyb5056.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"68","Lapin à la moutarde maison","très facile","bon marché","1 lapin","-","1 h","[""https://assets.afcdn.com/recipe/20180628/80080_w150h150c1cx1818cy2361cxb3637cyb4723.webp"", ""https://assets.afcdn.com/recipe/20160404/4197_w150h150c1cx1500cy997.webp"", ""https://assets.afcdn.com/recipe/20100120/8297_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"69","Filet de poulet au curry","facile","bon marché","4 personnes","10 min","25 min","[""https://assets.afcdn.com/recipe/20200907/114028_w150h150c1cx1834cy2751cxb3668cyb5502.webp"", ""https://assets.afcdn.com/recipe/20200907/114027_w150h150c1cx2880cy1920cxb5760cyb3840.webp"", ""https://assets.afcdn.com/recipe/20180827/81937_w150h150c1cx2304cy1728cxb4608cyb3456.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"70","Galette des rois","très facile","bon marché","6 personnes","15 min","55 min","[""https://assets.afcdn.com/recipe/20161206/9654_w150h150c1cx2792cy1861.webp"", ""https://assets.afcdn.com/recipe/20161206/9656_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20150104/25512_w150h150c1cx480cy317.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"71","Gâteau au chocolat des écoliers","facile","bon marché","8 enfants","10 min","35 min","[""https://assets.afcdn.com/recipe/20171220/76165_w150h150c1cx2000cy3000cxb4000cyb6000.webp"", ""https://assets.afcdn.com/recipe/20171220/76164_w150h150c1cx3000cy2000cxb6000cyb4000.webp"", ""https://assets.afcdn.com/recipe/20160331/36957_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"72","Pâte à crêpes (des plus raffinées)","facile","moyen","6 personnes gourmandes","15 min","17 min","[""https://assets.afcdn.com/recipe/20171020/73720_w150h150c1cx2282cy1500cxb4564cyb3000.webp"", ""https://assets.afcdn.com/recipe/20180713/81083_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20140921/17971_w150h150c1cx968cy1296.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"73","Pancakes : la vraie recette","très facile","bon marché","18 crêpes","5 min","41 min","[""https://assets.afcdn.com/recipe/20221013/136076_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20140330/19158_w150h150c1cx1024cy1024.webp"", ""https://assets.afcdn.com/recipe/20100120/10363_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"74","Baba au rhum express","très facile","bon marché","1 gâteau","20 min","45 min","[""https://assets.afcdn.com/recipe/20160527/53994_w150h150c1cx1812cy2718.webp"", ""https://assets.afcdn.com/recipe/20160527/53991_w150h150c1cx1920cy2880.webp"", ""https://assets.afcdn.com/recipe/20160527/53996_w150h150c1cx2880cy1920.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"75","Tatin de magret de canard au foie gras","facile","moyen","1 personne","15 min","25 min","[""https://assets.afcdn.com/recipe/20130122/64052_w150h150c1cx876cy823.webp"", ""https://assets.afcdn.com/recipe/20140127/66304_w150h150c1cx567cy425.webp"", ""https://assets.afcdn.com/recipe/20140127/62815_w150h150c1cx1167cy767.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"76","Pâte à pizza pour MAP (machine à pain)","très facile","bon marché","2 pizzas","5 min","5 min","[""https://assets.afcdn.com/recipe/20230620/143619_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20120312/42969_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20131122/47028_w150h150c1cx512cy384.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"77","Cuisse de canard à l'orientale","facile","bon marché","4 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20200828/113366_w150h150c1cx2880cy1920cxb5760cyb3840.webp"", ""https://assets.afcdn.com/recipe/20180827/81936_w150h150c1cx1288cy1932cxb2576cyb3865.webp"", ""https://assets.afcdn.com/recipe/20100120/3354_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"78","Mousse au citron et au Mascarpone (très facile)","très facile","bon marché","6 personnes","5 min","5 min","[""https://assets.afcdn.com/recipe/20201203/116055_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20150814/17425_w150h150c1cx1728cy2592.webp"", ""https://assets.afcdn.com/recipe/20130303/19572_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"79","Ramequins au chocolat aux coeurs fondants","très facile","bon marché","4 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"80","Boeuf braisé aux carottes","très facile","bon marché","6 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20180622/79920_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100120/27254_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130828/30912_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"81","Quiche lorraine maison","très facile","bon marché","4 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20161128/28118_w150h150c1cx845cy3505cxb3451cyb5177.webp"", ""https://assets.afcdn.com/recipe/20221013/136150_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20130204/31291_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"82","Canelés bordelais","moyenne","bon marché","16 personnes","15 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20230621/143653_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20160713/54684_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160713/56301_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"83","Tarte chocolat - poires facile","très facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20171024/73829_w150h150c1cx2592cy1728cxb5184cyb3456.webp"", ""https://assets.afcdn.com/recipe/20130304/26366_w150h150c1cx1000cy1028.webp"", ""https://assets.afcdn.com/recipe/20130524/38638_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"84","Galette des rois à la frangipane","très facile","bon marché","6 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20230620/143627_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20141217/841_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20180706/80415_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"85","Pâte brisée vite faite","très facile","bon marché","1 pâte","15 min","45 min","[""https://assets.afcdn.com/recipe/20210630/121024_w150h150c1cx2600cy2016cxb5472cyb3648.webp"", ""https://assets.afcdn.com/recipe/20221019/136418_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20160331/12788_w150h150c1cx983cy1500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"86","Ratatouille","facile","moyen","4 personnes","25 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20160624/36724_w150h150c1cx2248cy1500.webp"", ""https://assets.afcdn.com/recipe/20160624/36725_w150h150c1cx1455cy2180.webp"", ""https://assets.afcdn.com/recipe/20160404/36723_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"87","Tiramisu aux framboises : la recette inratable","très facile","moyen","6 personnes","25 min","25 min","[""https://assets.afcdn.com/recipe/20190704/94699_w150h150c1cx2625cy3362cxb5251cyb6725.webp"", ""https://assets.afcdn.com/recipe/20190704/94696_w150h150c1cx3008cy2008cxb6016cyb4016.webp"", ""https://assets.afcdn.com/recipe/20190704/94695_w150h150c1cx2456cy3452cxb4912cyb6904.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"88","Moelleux au chocolat","très facile","bon marché","6 personnes","15 min","25 min","[""https://assets.afcdn.com/recipe/20171019/73301_w150h150c1cx1800cy1200cxb3600cyb2400.webp"", ""https://assets.afcdn.com/recipe/20180705/80267_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20131018/57637_w150h150c1cx1024cy1024.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"89","Velouté de butternut à la cannelle","facile","bon marché","4 personnes","20 min","35 min","[""https://assets.afcdn.com/recipe/20131121/56974_w150h150c1cx1353cy1772.webp"", ""https://assets.afcdn.com/recipe/20180711/80722_w150h150c1cx1732cy2309cxb3464cyb4619.webp"", ""https://assets.afcdn.com/recipe/20131027/53876_w150h150c1cx1224cy1632.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"90","Charlotte aux fruits d'été","très facile","bon marché","6 personnes","15 min","15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"91","Amour de saumon en papillote","très facile","moyen","4 personnes","25 min","50 min","[""https://assets.afcdn.com/recipe/20150922/57763_w150h150c1cx1296cy864.webp"", ""https://assets.afcdn.com/recipe/20140531/58826_w150h150c1cx1224cy1632.webp"", ""https://assets.afcdn.com/recipe/20131020/58583_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"92","Muffins de Sandrine","facile","bon marché","15 muffins","20 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"93","Flan de courgettes","très facile","bon marché","6 personnes","15 min","50 min","[""https://assets.afcdn.com/recipe/20190529/93196_w150h150c1cx1920cy2880cxb3378cyb4764.webp"", ""https://assets.afcdn.com/recipe/20190529/93195_w150h150c1cx3008cy2008cxb6016cyb4016.webp"", ""https://assets.afcdn.com/recipe/20190529/93194_w150h150c1cx2625cy1750cxb5250cyb3500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
